playerId,playerName,position,team,nationality,season,duelsLost,penaltiesSaved,expectedAssists,totalRedCards,catches,totalTackles,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,savesFromPenalty,totalTouchesInOppositionBox,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,keyPassesAttemptAssists,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,tacklesLost,lastPlayerTackle,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,cornersWon,totalLossesOfPossession,tacklesWon,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,shotsOnTargetIncGoals,expectedGoalsOnTarget,totalShots,successfulLayoffs,unsuccessfulCrossesOpenPlay,offsides,substituteOn,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,throwInsToOppositionPlayer,putthroughBlockedDistributionWon,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,successfulDribbles,blocks,interceptions,backwardPasses,substituteOff,expectedGoals,blockedShots,overruns,throughBalls,goalAssists,goals,awayGoals,oboxBlocked,shotsOnTargetOutsideBox,shotsBlockedInBox,homeGoals,oboxTarget,rightFootGoals,headedGoals,otherGoals,iboxBlocked,shotsOffTargetIncWoodwork,clearancesOffTheLine,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,successfulCrossesOpenPlay,successfulCrossesAndCorners,secondGoalAssists,unsuccessfulLayoffs,ownGoalScored,foulWonPenalty,cornersTakenInclShortCorners,leftFootGoals,redCards2ndYellow,unsuccessfulCornersIntoBox,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,penaltiesTaken,penaltyGoals
474907,Reece Welch,Defender,Everton U21,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114283,Jack Grealish,Midfielder,Everton,England,2025-26,104.0,,3.5689,1.0,,21.0,,77.0,20.0,18.0,91.0,573.0,,23.0,4.0,,1631.0,19.0,106.0,2.0,,102.0,464.0,,105.0,,2.0,25.7288,32.0,,11.0,23.0,85.0,235.0,,58.0,2.0,210.0,,138.0,87.0,20.0,,6.0,,357.0,21.0,187.0,4.0,0.0,,566.0,14.0,227.0,15.0,,,41.0,13.0,18.0,932.0,8.0,6.0,135.0,9.0,,3.0,14.0,22.0,8.0,2.2324,14.0,13.0,29.0,,2.0,5.0,5.0,39.0,2.0,11.0,34.0,29.0,64.0,23.0,6.0,12.0,159.0,6.0,2.1457,12.0,2.0,6.0,6.0,2.0,1.0,3.0,1.0,9.0,1.0,1.0,1.0,,,9.0,6.0,,1.0,3.0,2.0,10.0,10.0,2.0,,,,2.0,1.0,1.0,1.0,,,,,,
496661,Tyler Dibling,Midfielder,Everton,England,2025-26,46.0,,0.1552,0.0,,7.0,,13.0,14.0,4.0,14.0,102.0,,7.0,1.0,,350.0,5.0,33.0,,,31.0,85.0,,11.0,,,4.7917,4.0,2.0,4.0,2.0,41.0,6.0,,11.0,0.0,79.0,,14.0,22.0,14.0,,4.0,,51.0,2.0,72.0,2.0,0.0,,102.0,1.0,59.0,3.0,,,41.0,11.0,3.0,207.0,,1.0,38.0,6.0,,2.0,1.0,3.0,,,1.0,6.0,6.0,,10.0,,,6.0,,5.0,14.0,6.0,24.0,13.0,1.0,6.0,41.0,3.0,0.1993,3.0,1.0,,,,,,,3.0,,,,,,3.0,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,
215413,Kiernan Dewsbury-Hall,Midfielder,Everton,England,2025-26,144.0,,5.382,0.0,,52.0,,136.0,31.0,30.0,180.0,1026.0,,46.0,5.0,,2635.0,25.0,147.0,2.0,1.0,126.0,823.0,,84.0,,2.0,39.6388,33.0,2.0,28.0,39.0,119.0,246.0,,48.0,2.0,291.0,,253.0,134.0,31.0,,27.0,,607.0,37.0,245.0,21.0,0.0,,993.0,16.0,398.0,25.0,,,300.0,32.0,23.0,1580.0,7.0,24.0,260.0,14.0,,6.0,44.0,37.0,15.0,4.8244,28.0,39.0,42.0,2.0,1.0,4.0,4.0,53.0,,30.0,23.0,91.0,72.0,27.0,4.0,12.0,227.0,12.0,4.3146,11.0,3.0,9.0,4.0,8.0,5.0,2.0,3.0,9.0,3.0,3.0,2.0,,,9.0,13.0,,1.0,2.0,4.0,10.0,21.0,,,,,43.0,6.0,,33.0,7.0,,,,,
502697,Charly Alcaraz,Midfielder,Everton,Argentina,2025-26,56.0,,0.5431,0.0,,14.0,,50.0,20.0,6.0,56.0,307.0,,31.0,,,685.0,17.0,46.0,1.0,,32.0,239.0,,28.0,,2.0,9.4735,9.0,,7.0,10.0,39.0,94.0,,12.0,0.0,102.0,,63.0,43.0,20.0,,5.0,,156.0,9.0,71.0,14.0,0.0,,297.0,6.0,107.0,9.0,,,73.0,10.0,12.0,452.0,,3.0,98.0,4.0,,4.0,6.0,13.0,5.0,0.5682,12.0,18.0,3.0,1.0,14.0,5.0,5.0,16.0,,8.0,8.0,3.0,17.0,7.0,3.0,3.0,77.0,6.0,1.2412,8.0,,2.0,1.0,,,3.0,,5.0,,,,,,5.0,7.0,,1.0,3.0,,2.0,3.0,,,,,4.0,,,,1.0,,,,,
80801,Idrissa Gueye,Midfielder,Everton,Senegal,2025-26,74.0,,1.7728,1.0,,43.0,,111.0,25.0,25.0,135.0,1065.0,,25.0,4.0,,2101.0,12.0,94.0,2.0,,81.0,910.0,,34.0,,2.0,28.0673,10.0,1.0,24.0,26.0,62.0,260.0,,31.0,1.0,168.0,,339.0,114.0,25.0,,23.0,,545.0,24.0,143.0,13.0,1.0,,1053.0,6.0,205.0,20.0,,,313.0,21.0,20.0,1364.0,4.0,10.0,389.0,13.0,,1.0,24.0,45.0,7.0,1.3721,18.0,23.0,15.0,,,2.0,2.0,43.0,,23.0,14.0,15.0,23.0,7.0,7.0,28.0,153.0,8.0,1.9993,11.0,,4.0,3.0,2.0,1.0,7.0,3.0,4.0,1.0,3.0,2.0,,,4.0,11.0,,2.0,7.0,1.0,4.0,4.0,,1.0,,,,,,,,,,,,
513466,Merlin Röhl,Midfielder,Everton,Germany,2025-26,72.0,,0.3219,0.0,,25.0,,35.0,16.0,6.0,38.0,169.0,,38.0,2.0,,677.0,23.0,50.0,,,35.0,128.0,,20.0,,,14.4203,6.0,,9.0,13.0,49.0,30.0,,7.0,0.0,122.0,,33.0,28.0,16.0,,13.0,,76.0,13.0,84.0,15.0,0.0,,169.0,2.0,81.0,12.0,,,56.0,20.0,3.0,312.0,2.0,3.0,58.0,8.0,,0.0,3.0,13.0,1.0,0.2645,7.0,4.0,2.0,2.0,10.0,,,14.0,1.0,6.0,8.0,2.0,23.0,3.0,2.0,4.0,50.0,4.0,0.7845,4.0,,,,1.0,0.0,2.0,,2.0,1.0,,,,,2.0,6.0,,1.0,2.0,,3.0,3.0,,3.0,,,,1.0,,,,,,,,
232928,James Garner,Midfielder,Everton,England,2025-26,132.0,,5.9537,0.0,,120.0,,158.0,38.0,38.0,229.0,1793.0,,47.0,11.0,,3414.0,17.0,209.0,4.0,,179.0,1504.0,,27.0,,3.0,52.7697,49.0,4.0,85.0,50.0,115.0,447.0,,42.0,1.0,341.0,,582.0,184.0,38.0,,49.0,,954.0,46.0,294.0,30.0,0.0,,1664.0,23.0,479.0,71.0,,,467.0,39.0,60.0,2654.0,62.0,38.0,663.0,27.0,,12.0,71.0,78.0,14.0,1.3219,34.0,21.0,56.0,,,5.0,5.0,95.0,21.0,51.0,16.0,154.0,31.0,18.0,10.0,59.0,297.0,1.0,2.0329,11.0,3.0,10.0,7.0,2.0,1.0,8.0,7.0,3.0,1.0,7.0,2.0,,,3.0,20.0,,1.0,8.0,1.0,18.0,53.0,,1.0,,,110.0,,,76.0,22.0,11.0,11.0,0.4097,,
490094,Tim Iroegbunam,Midfielder,Everton,England,2025-26,104.0,,0.7061,0.0,,68.0,,83.0,29.0,17.0,91.0,490.0,,38.0,3.0,,1485.0,16.0,125.0,1.0,,103.0,390.0,,24.0,,1.0,20.4374,6.0,1.0,9.0,18.0,88.0,126.0,,20.0,0.0,229.0,,125.0,78.0,29.0,,23.0,,240.0,17.0,191.0,22.0,0.0,,490.0,1.0,173.0,45.0,,,171.0,29.0,9.0,794.0,,3.0,159.0,18.0,,9.0,8.0,23.0,1.0,0.1338,8.0,4.0,3.0,,12.0,1.0,1.0,21.0,,15.0,25.0,3.0,53.0,15.0,12.0,22.0,68.0,11.0,0.6036,4.0,2.0,1.0,2.0,,,3.0,,1.0,,,,,,1.0,7.0,,,3.0,,,,,,,1.0,,,,,,,,,,
609873,Harrison Armstrong,Midfielder,Everton,England,2025-26,29.0,,0.2102,0.0,,13.0,,37.0,13.0,6.0,40.0,206.0,,13.0,1.0,,528.0,7.0,34.0,2.0,,28.0,161.0,,11.0,,,11.1373,4.0,,8.0,11.0,22.0,58.0,,14.0,0.0,63.0,,52.0,25.0,13.0,,3.0,,113.0,9.0,50.0,6.0,0.0,,206.0,1.0,69.0,10.0,,,43.0,6.0,5.0,291.0,,2.0,53.0,3.0,,0.0,3.0,5.0,2.0,0.8139,4.0,6.0,2.0,2.0,7.0,2.0,2.0,7.0,,4.0,6.0,2.0,14.0,1.0,1.0,4.0,53.0,5.0,0.7874,1.0,2.0,1.0,,,,,,1.0,,,,,,1.0,2.0,,,,,,,,,,,1.0,,,1.0,,,,,,
630668,Malik Olayiwola,Midfielder,Everton U21,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547801,Callum Bates,Midfielder,Everton U21,England,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433154,Dwight McNeil,Midfielder,Everton U21,England,2025-26,59.0,,1.9201,0.0,,23.0,,47.0,22.0,14.0,60.0,324.0,,18.0,3.0,,1168.0,11.0,44.0,2.0,,37.0,257.0,,23.0,,2.0,15.9257,14.0,,13.0,9.0,48.0,32.0,,7.0,0.0,103.0,,82.0,62.0,22.0,,6.0,,160.0,7.0,85.0,7.0,0.0,,321.0,5.0,149.0,17.0,,,112.0,11.0,7.0,555.0,1.0,7.0,114.0,7.0,,1.0,13.0,17.0,5.0,1.2814,12.0,9.0,23.0,2.0,8.0,2.0,2.0,37.0,,20.0,6.0,32.0,25.0,7.0,3.0,10.0,98.0,11.0,1.3892,12.0,,4.0,1.0,,,6.0,3.0,6.0,,3.0,,,,6.0,7.0,,1.0,6.0,,5.0,10.0,,3.0,,,9.0,,,5.0,3.0,,,,,
486385,Beto,Forward,Everton,Guinea-Bissau,2025-26,204.0,,0.2245,0.0,,15.0,,79.0,37.0,17.0,79.0,208.0,,207.0,,,1565.0,115.0,133.0,1.0,,41.0,128.0,,95.0,,2.0,21.4266,11.0,,43.0,19.0,89.0,55.0,,12.0,1.0,337.0,,39.0,26.0,37.0,,11.0,,80.0,18.0,130.0,92.0,0.0,,208.0,8.0,222.0,4.0,,,42.0,33.0,1.0,561.0,,,49.0,14.0,,3.0,,18.0,17.0,8.7589,32.0,23.0,2.0,9.0,20.0,8.0,8.0,23.0,,20.0,27.0,2.0,57.0,14.0,5.0,1.0,72.0,16.0,8.9064,11.0,3.0,,1.0,9.0,5.0,,,11.0,4.0,,5.0,3.0,,11.0,15.0,1.0,1.0,,,,,,12.0,,,,1.0,,,,,,,,
440993,Iliman Ndiaye,Forward,Everton,Senegal,2025-26,218.0,,4.4144,0.0,,70.0,,138.0,32.0,32.0,151.0,941.0,,47.0,4.0,,2786.0,36.0,191.0,3.0,,180.0,784.0,,102.0,,2.0,41.5461,27.0,,19.0,44.0,182.0,194.0,,37.0,1.0,409.0,,183.0,178.0,32.0,,27.0,1.0,529.0,41.0,362.0,11.0,0.0,,936.0,26.0,410.0,43.0,,,231.0,30.0,6.0,1576.0,11.0,7.0,268.0,19.0,,2.0,13.0,25.0,22.0,9.1134,30.0,35.0,48.0,12.0,,11.0,11.0,58.0,,25.0,61.0,48.0,125.0,73.0,2.0,16.0,333.0,11.0,6.7066,13.0,2.0,3.0,3.0,6.0,2.0,5.0,5.0,8.0,4.0,5.0,4.0,,,8.0,8.0,,2.0,5.0,,7.0,7.0,,2.0,,,,2.0,,,,,,,2.0,2.0
586309,Thierno Barry,Forward,Everton,France,2025-26,247.0,,0.4652,0.0,,6.0,,141.0,38.0,21.0,143.0,362.0,,284.0,,,1915.0,154.0,153.0,3.0,,23.0,218.0,,94.0,,1.0,32.981,12.0,,25.0,34.0,93.0,91.0,,8.0,2.0,400.0,,77.0,35.0,38.0,,2.0,,154.0,31.0,116.0,130.0,0.0,,360.0,11.0,278.0,4.0,,,85.0,47.0,1.0,678.0,,1.0,66.0,16.0,,3.0,2.0,30.0,14.0,5.9361,31.0,47.0,3.0,12.0,17.0,5.0,5.0,14.0,,9.0,21.0,3.0,44.0,9.0,4.0,5.0,109.0,18.0,8.1472,7.0,1.0,2.0,,8.0,3.0,1.0,1.0,6.0,5.0,1.0,3.0,1.0,1.0,6.0,17.0,,2.0,1.0,1.0,1.0,1.0,,14.0,,,,3.0,,,,,,,,
550615,Tyrique George,Forward,Chelsea U21,England,2025-26,28.0,,0.0762,0.0,,7.0,,18.0,15.0,1.0,22.0,111.0,,3.0,,,353.0,2.0,17.0,,,16.0,88.0,,20.0,,,2.8486,3.0,,,9.0,26.0,40.0,,2.0,0.0,45.0,,32.0,14.0,15.0,,2.0,,69.0,9.0,42.0,1.0,0.0,,108.0,9.0,58.0,5.0,,,6.0,9.0,1.0,192.0,2.0,2.0,25.0,5.0,,2.0,4.0,5.0,5.0,1.0773,9.0,2.0,6.0,4.0,14.0,2.0,2.0,8.0,,5.0,7.0,6.0,16.0,7.0,,2.0,33.0,2.0,0.3227,1.0,,,,,,,,,,,,,,,4.0,,,,,5.0,5.0,,1.0,,,,,,,,,,,,
629068,Braiden Graham,Forward,Everton U21,Northern Ireland,2025-26,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
