playerId,playerName,position,team,nationality,season,duelsLost,expectedAssists,totalRedCards,catches,savesMadeFromOutsideBox,unsuccessfulShortPasses,gamesPlayed,starts,totalUnsuccessfulPassesExclCrossesAndCorners,totalPasses,goalKicks,savesMadeCaught,aerialDuels,cleanSheets,penaltiesFaced,timePlayed,aerialDuelsLost,duelsWon,goalsConcededOutsideBox,penaltiesConceded,groundDuelsWon,successfulShortPasses,punches,penaltyGoalsConceded,expectedGoalsOnTargetConceded,successfulLaunches,totalClearances,goalsConceded,groundDuelsLost,rightsidePasses,savesMade,totalFoulsWon,winningGoal,duels,goalkeeperSmother,forwardPasses,recoveries,appearances,drops,successfulPassesOppositionHalf,goalsConcededInsideBox,groundDuels,aerialDuelsWon,straightRedCards,gkSuccessfulDistribution,openPlayPasses,totalLossesOfPossession,gkUnsuccessfulDistribution,savesMadeParried,leftsidePasses,totalFoulsConceded,successfulLongPasses,touches,throwInsToOwnPlayer,unsuccessfulLaunches,successfulPassesOwnHalf,foulAttemptedTackle,savesMadeFromInsideBox,yellowCards,unsuccessfulLongPasses,unsuccessfulPassesOwnHalf,penaltiesSaved,totalTackles,savesFromPenalty,tacklesWon,interceptions,substituteOff,substituteOn,successfulCrossesOpenPlay,shotsOnTargetIncGoals,totalShots,goalAssists,unsuccessfulCrossesOpenPlay,successfulCrossesAndCorners,iboxTarget,shotsOnTargetInBox,putthroughBlockedDistribution,totalTouchesInOppositionBox,throwInsToOppositionPlayer,keyPassesAttemptAssists,putthroughBlockedDistributionWon,tacklesLost,unsuccessfulDribbles,unsuccessfulCrossesAndCorners,timesTackled,shotsOffTargetIncWoodwork,cornersWon,successfulDribbles,blocks,backwardPasses,expectedGoals,secondGoalAssists,blockedShots,expectedGoalsOnTarget,throughBalls,successfulLayoffs,goals,offsides,awayGoals,oboxBlocked,unsuccessfulLayoffs,shotsBlockedInBox,homeGoals,lastPlayerTackle,headedGoals,otherGoals,iboxBlocked,hitWoodwork,shotsBlockedOutsideBox,handballsConceded,overruns,rightFootGoals,clearancesOffTheLine,leftFootGoals,cornersTakenInclShortCorners,unsuccessfulCornersIntoBox,successfulCornersIntoBox,freekickTotal,attemptsFromSetPieces,expectedGoalsFreekick,shotsOnTargetOutsideBox,oboxTarget,setPiecesGoals,penaltiesTaken,penaltyGoals,foulWonPenalty
492777,Conor Bradley,Defender,Liverpool,Northern Ireland,2025-26,75.0,0.9381,0.0,,,49.0,15.0,12.0,79.0,492.0,,,31.0,1.0,,932.0,16.0,61.0,4.0,,46.0,403.0,,1.0,12.1725,1.0,29.0,13.0,59.0,39.0,,20.0,0.0,136.0,,168.0,43.0,15.0,,255.0,9.0,105.0,15.0,0.0,,480.0,150.0,,,190.0,18.0,10.0,808.0,91.0,24.0,162.0,11.0,,5.0,30.0,20.0,,19.0,,15.0,13.0,9.0,3.0,4.0,,2.0,1.0,20.0,4.0,,,33.0,28.0,6.0,3.0,22.0,4.0,15.0,20.0,26.0,2.0,8.0,7.0,4.0,95.0,0.241,,4.0,,3.0,,,1.0,,,,4.0,,2.0,,,4.0,1.0,,,2.0,,,,1.0,,,,,,,,,,,
647681,Giovanni Leoni,Defender,Liverpool,Italy,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122798,Andy Robertson,Defender,Liverpool,Scotland,2025-26,27.0,1.3883,0.0,,,75.0,24.0,11.0,119.0,711.0,,,29.0,3.0,,1172.0,15.0,30.0,5.0,,16.0,565.0,,,17.08,6.0,32.0,16.0,12.0,289.0,,1.0,1.0,57.0,,285.0,40.0,24.0,,373.0,11.0,28.0,14.0,0.0,,696.0,191.0,,,32.0,4.0,27.0,962.0,66.0,19.0,232.0,1.0,,0.0,44.0,39.0,,12.0,,9.0,8.0,7.0,13.0,12.0,3.0,4.0,,35.0,13.0,2.0,2.0,24.0,28.0,9.0,20.0,12.0,3.0,3.0,42.0,4.0,1.0,6.0,3.0,3.0,105.0,1.1045,,6.0,1.4283,2.0,2.0,1.0,5.0,0.0,2.0,,4.0,1.0,,,,4.0,,2.0,,1.0,,,1.0,3.0,3.0,,,,,,,,,,
216094,Jeremie Frimpong,Defender,Liverpool,Netherlands,2025-26,61.0,1.5761,0.0,,,50.0,21.0,12.0,68.0,441.0,,,17.0,1.0,,1039.0,10.0,57.0,3.0,,50.0,366.0,,,11.5658,1.0,13.0,13.0,51.0,39.0,,21.0,0.0,118.0,,82.0,52.0,21.0,,266.0,10.0,101.0,7.0,0.0,,438.0,173.0,,,172.0,8.0,7.0,732.0,52.0,15.0,118.0,4.0,,1.0,18.0,26.0,,11.0,,10.0,6.0,9.0,9.0,11.0,2.0,6.0,1.0,40.0,11.0,2.0,2.0,37.0,69.0,1.0,14.0,17.0,1.0,15.0,40.0,32.0,4.0,18.0,18.0,,148.0,0.5095,,4.0,0.1931,,3.0,,4.0,,2.0,,2.0,,,,,2.0,,2.0,1.0,3.0,,,,,,,,,,,,,,,
219937,Rhys Williams,Defender,Liverpool,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489580,Calvin Ramsay,Defender,Liverpool,Scotland,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577722,Carter Pinnington,Defender,Liverpool,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611926,Amara Nallo,Defender,Liverpool,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718875,Talla Ndiaye,Defender,Liverpool U21,Senegal,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519440,Wellity Lucky,Defender,Liverpool,Spain,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158983,Wataru Endo,Midfielder,Liverpool,Japan,2025-26,10.0,0.0547,0.0,,,13.0,8.0,1.0,14.0,94.0,,,12.0,,,171.0,4.0,18.0,1.0,,10.0,75.0,,,3.9207,1.0,13.0,5.0,6.0,13.0,,3.0,0.0,28.0,,30.0,3.0,8.0,,38.0,4.0,16.0,8.0,0.0,,91.0,27.0,,,37.0,2.0,5.0,140.0,2.0,1.0,42.0,,,1.0,1.0,6.0,,7.0,,3.0,,1.0,7.0,,,,1.0,3.0,,,,6.0,2.0,1.0,,3.0,4.0,1.0,3.0,2.0,,,,,14.0,0.0386,,1.0,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
494595,Florian Wirtz,Midfielder,Liverpool,Germany,2025-26,149.0,5.1711,0.0,,,191.0,33.0,27.0,220.0,1421.0,,,47.0,2.0,,2388.0,40.0,99.0,7.0,,92.0,1161.0,,2.0,31.7224,1.0,13.0,32.0,109.0,415.0,,19.0,1.0,248.0,,342.0,115.0,33.0,,929.0,25.0,201.0,7.0,0.0,,1398.0,378.0,,,315.0,22.0,40.0,1875.0,22.0,12.0,277.0,9.0,,1.0,29.0,39.0,,34.0,,26.0,11.0,18.0,6.0,,18.0,32.0,3.0,18.0,5.0,11.0,11.0,61.0,161.0,3.0,57.0,29.0,8.0,35.0,27.0,71.0,14.0,21.0,39.0,2.0,349.0,7.025,1.0,19.0,6.5207,12.0,80.0,5.0,2.0,1.0,10.0,1.0,9.0,4.0,,,,9.0,1.0,10.0,2.0,3.0,4.0,,1.0,20.0,9.0,4.0,1.0,1.0,0.0739,2.0,2.0,,,,
424876,Dominik Szoboszlai,Midfielder,Liverpool,Hungary,2025-26,155.0,6.8059,1.0,,,189.0,36.0,36.0,268.0,2187.0,,,43.0,8.0,,3233.0,24.0,131.0,11.0,,112.0,1789.0,,3.0,45.7125,10.0,58.0,52.0,131.0,391.0,,30.0,1.0,286.0,,545.0,187.0,36.0,,1217.0,41.0,243.0,19.0,1.0,,2091.0,519.0,,,778.0,41.0,130.0,2996.0,132.0,43.0,770.0,17.0,,8.0,79.0,94.0,,56.0,,32.0,30.0,1.0,,20.0,23.0,47.0,7.0,55.0,68.0,3.0,3.0,71.0,69.0,8.0,71.0,26.0,24.0,24.0,137.0,51.0,24.0,35.0,26.0,8.0,473.0,4.8468,,24.0,4.1535,7.0,53.0,6.0,2.0,3.0,16.0,2.0,8.0,3.0,1.0,,,8.0,2.0,16.0,1.0,2.0,5.0,,1.0,104.0,61.0,32.0,14.0,14.0,0.6297,14.0,14.0,4.0,1.0,,
243016,Alexis Mac Allister,Midfielder,Liverpool,Argentina,2025-26,137.0,1.682,0.0,,,146.0,37.0,31.0,193.0,1438.0,,,37.0,6.0,,2662.0,20.0,113.0,10.0,,96.0,1197.0,,2.0,36.8955,7.0,35.0,41.0,117.0,492.0,,32.0,2.0,250.0,,411.0,112.0,37.0,,797.0,31.0,213.0,17.0,0.0,,1386.0,290.0,,,314.0,35.0,48.0,1862.0,6.0,20.0,457.0,21.0,,7.0,47.0,51.0,,53.0,,26.0,21.0,11.0,6.0,2.0,12.0,32.0,4.0,9.0,9.0,5.0,5.0,71.0,65.0,1.0,31.0,39.0,27.0,16.0,11.0,45.0,20.0,11.0,11.0,9.0,221.0,3.8912,1.0,20.0,2.659,5.0,44.0,2.0,,1.0,9.0,1.0,11.0,1.0,,,,11.0,2.0,9.0,2.0,1.0,2.0,,,11.0,1.0,8.0,,,,5.0,5.0,,,,
206915,Curtis Jones,Midfielder,Liverpool,England,2025-26,99.0,2.7885,0.0,,,109.0,34.0,18.0,138.0,1647.0,,,38.0,1.0,,1929.0,27.0,102.0,7.0,,91.0,1447.0,,3.0,32.607,2.0,29.0,37.0,72.0,360.0,,29.0,0.0,201.0,,553.0,144.0,34.0,,940.0,30.0,163.0,11.0,0.0,,1615.0,233.0,,,493.0,17.0,62.0,2013.0,55.0,4.0,570.0,9.0,,2.0,29.0,37.0,,40.0,,24.0,18.0,9.0,16.0,1.0,7.0,17.0,2.0,14.0,1.0,3.0,3.0,29.0,51.0,2.0,19.0,15.0,16.0,12.0,14.0,35.0,10.0,6.0,22.0,6.0,241.0,2.7656,,6.0,2.5225,13.0,22.0,1.0,,0.0,1.0,,5.0,1.0,,,,5.0,2.0,1.0,1.0,2.0,1.0,,,2.0,,,,,,3.0,3.0,,,,
441266,Ryan Gravenberch,Midfielder,Liverpool,Netherlands,2025-26,124.0,2.2569,0.0,,,157.0,36.0,34.0,207.0,1860.0,,,49.0,9.0,,2996.0,22.0,160.0,7.0,,133.0,1630.0,,2.0,39.6381,5.0,53.0,42.0,102.0,508.0,,42.0,0.0,284.0,,489.0,128.0,36.0,,977.0,35.0,235.0,27.0,0.0,,1840.0,327.0,,,605.0,38.0,23.0,2367.0,6.0,21.0,676.0,26.0,,5.0,50.0,62.0,,59.0,,36.0,48.0,6.0,2.0,,13.0,25.0,3.0,7.0,,1.0,1.0,40.0,31.0,,26.0,20.0,23.0,23.0,7.0,49.0,12.0,10.0,32.0,12.0,258.0,1.8986,,13.0,3.0881,8.0,37.0,5.0,,1.0,11.0,3.0,2.0,4.0,,,,2.0,1.0,11.0,1.0,3.0,4.0,1.0,1.0,,,,,,,7.0,7.0,,,,
591386,Trey Nyoni,Midfielder,Liverpool,England,2025-26,4.0,0.0194,0.0,,,1.0,6.0,,2.0,22.0,,,,,,21.0,,1.0,,,1.0,20.0,,,1.1825,,,1.0,4.0,6.0,,,0.0,5.0,,7.0,4.0,6.0,,13.0,1.0,5.0,,0.0,,22.0,4.0,,,5.0,1.0,,30.0,,1.0,7.0,1.0,,0.0,1.0,1.0,,1.0,,,,,6.0,,,1.0,,,,,,3.0,1.0,,1.0,3.0,1.0,1.0,,2.0,1.0,,,,4.0,0.3697,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
535928,Stefan Bajcetic,Midfielder,Liverpool,Spain,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
491501,James McConnell,Midfielder,Liverpool U21,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596042,Kieran Morrison,Midfielder,Liverpool,Northern Ireland,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530331,Tommy Pilling,Midfielder,Liverpool,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514515,Michael Laffey,Midfielder,Liverpool,England,2025-26,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219168,Alexander Isak,Forward,Liverpool,Sweden,2025-26,41.0,0.1042,0.0,,,31.0,14.0,8.0,33.0,88.0,,,27.0,,,703.0,19.0,17.0,3.0,,9.0,52.0,,,8.8796,1.0,9.0,9.0,22.0,24.0,,1.0,1.0,58.0,,20.0,13.0,14.0,,44.0,6.0,31.0,8.0,0.0,,86.0,68.0,,,24.0,5.0,3.0,180.0,3.0,,11.0,1.0,,0.0,2.0,4.0,,7.0,,6.0,,9.0,6.0,,6.0,15.0,1.0,2.0,,3.0,3.0,8.0,30.0,,1.0,2.0,1.0,9.0,2.0,16.0,9.0,4.0,1.0,1.0,20.0,2.6518,,2.0,2.8349,1.0,7.0,3.0,,2.0,1.0,,1.0,1.0,,,,1.0,,1.0,,2.0,1.0,,2.0,,,,,,,,,,,,
118748,Mohamed Salah,Forward,Liverpool,Egypt,2025-26,141.0,5.3087,0.0,,,163.0,27.0,23.0,183.0,793.0,,,27.0,4.0,,2148.0,19.0,60.0,7.0,,52.0,590.0,,2.0,29.743,1.0,7.0,35.0,122.0,32.0,,16.0,2.0,201.0,,171.0,81.0,27.0,,513.0,28.0,174.0,8.0,0.0,,782.0,471.0,,,381.0,10.0,20.0,1323.0,19.0,6.0,117.0,7.0,,1.0,20.0,21.0,,17.0,,12.0,4.0,7.0,4.0,8.0,19.0,45.0,7.0,51.0,20.0,11.0,11.0,43.0,187.0,,42.0,5.0,5.0,53.0,99.0,103.0,26.0,37.0,19.0,1.0,209.0,8.1597,,23.0,7.1656,15.0,27.0,7.0,14.0,4.0,4.0,,19.0,3.0,,,,19.0,1.0,4.0,,7.0,3.0,,4.0,58.0,43.0,11.0,3.0,3.0,0.2535,1.0,1.0,,1.0,1.0,
223541,Federico Chiesa,Forward,Liverpool,Italy,2025-26,34.0,0.6074,0.0,,,29.0,26.0,1.0,32.0,113.0,,,8.0,,,318.0,5.0,20.0,3.0,,17.0,80.0,,,6.8027,,7.0,9.0,29.0,19.0,,7.0,1.0,54.0,,44.0,9.0,26.0,,60.0,6.0,46.0,3.0,0.0,,106.0,79.0,,,25.0,11.0,1.0,223.0,7.0,,21.0,3.0,,3.0,3.0,5.0,,8.0,,6.0,4.0,1.0,25.0,,5.0,11.0,1.0,17.0,,2.0,2.0,12.0,36.0,,2.0,4.0,2.0,9.0,17.0,13.0,6.0,3.0,2.0,2.0,25.0,1.499,,6.0,1.9644,1.0,3.0,2.0,2.0,1.0,2.0,1.0,4.0,1.0,,,,4.0,,2.0,,,2.0,1.0,,,,,,,,1.0,1.0,,,,
243298,Cody Gakpo,Forward,Liverpool,Netherlands,2025-26,172.0,4.6938,0.0,,,150.0,36.0,32.0,161.0,750.0,,,110.0,6.0,,2747.0,54.0,162.0,6.0,,106.0,574.0,,2.0,34.4961,1.0,21.0,39.0,118.0,295.0,,44.0,0.0,334.0,,198.0,87.0,36.0,,493.0,33.0,224.0,56.0,0.0,,740.0,389.0,,,59.0,42.0,15.0,1316.0,8.0,1.0,107.0,17.0,,3.0,11.0,35.0,,28.0,,14.0,13.0,16.0,4.0,7.0,21.0,54.0,5.0,49.0,11.0,11.0,11.0,49.0,187.0,1.0,49.0,20.0,14.0,35.0,76.0,63.0,33.0,35.0,34.0,4.0,198.0,8.4576,,33.0,5.5739,5.0,24.0,7.0,30.0,4.0,13.0,3.0,20.0,3.0,,,,20.0,4.0,13.0,1.0,5.0,5.0,,2.0,33.0,27.0,4.0,,,,3.0,3.0,,,,1.0
510663,Hugo Ekitiké,Forward,Liverpool,France,2025-26,147.0,2.6729,0.0,,,91.0,28.0,21.0,93.0,400.0,,,82.0,2.0,,1810.0,51.0,92.0,2.0,,61.0,304.0,,3.0,24.3627,,27.0,25.0,96.0,117.0,,12.0,4.0,239.0,,73.0,42.0,28.0,,242.0,23.0,157.0,31.0,0.0,,391.0,216.0,,,76.0,35.0,3.0,745.0,,,66.0,8.0,,0.0,2.0,13.0,,11.0,,7.0,3.0,15.0,7.0,1.0,19.0,48.0,4.0,7.0,1.0,5.0,5.0,24.0,136.0,,17.0,9.0,4.0,34.0,7.0,60.0,29.0,12.0,38.0,2.0,134.0,9.87,,17.0,9.2152,2.0,35.0,11.0,10.0,4.0,6.0,8.0,11.0,7.0,,2.0,,11.0,1.0,6.0,,2.0,8.0,,1.0,,,,,,,3.0,3.0,,,,
